,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
305,,0.17,0.0,0.75,,,,0.0,1.0,,0.75,0.0,0.75,,0.75,,0.0,,0.75,0.25,0.75,,0.75,0.0,,,,1.0,,,0.25,0.25,0.0,0.75,0.25,,0.25,,,0.75,1.0,,,,0.75,,,,0.25,,0.25,0.75,0.75,,0.25,,,0.75,,0.75,0.67,0.67,,,,,,,0.5,0.5,,0.5,,,
306,0.67,0.33,0.0,,0.75,,,0.25,,1.0,0.25,0.0,,0.0,,,,,,,1.0,,0.75,,,,,,,1.0,,,0.25,0.75,0.25,0.75,,,0.0,0.75,,0.25,0.75,,0.75,1.0,,0.0,,1.0,0.75,0.25,0.75,,,0.25,1.0,0.25,,0.25,0.67,0.83,,,,,,0.5,0.5,0.75,,,,,0.5
307,,,,,,,,0.0,,,,,0.75,0.0,,,0.0,,0.25,0.0,,,,0.25,0.25,0.25,,0.75,,1.0,,0.25,0.0,,,,0.0,0.75,0.0,,,,0.75,,0.25,0.75,,,0.75,,0.0,0.0,0.25,,0.75,,0.75,0.75,0.75,0.75,0.5,0.67,0.67,0.0,0.25,0.75,0.75,,,,0.75,,,0.75,
309,,0.17,,1.0,1.0,,,0.0,,1.0,,0.0,,0.0,,0.25,,,,,1.0,1.0,1.0,,,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,,1.0,,1.0,,,,,,,1.0,,,,,0.0,,1.0,1.0,1.0,,0.75,1.0,,1.0,,,0.17,,,,0.0,,1.0,,0.0,0.0,1.0,0.75,,1.0,
310,,0.17,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,,1.0,,,,0.0,,,,1.0,,,1.0,,,1.0,0.0,,1.0,,1.0,0.25,,1.0,0.75,,,,,0.75,,,,,,1.0,1.0,1.0,,,,0.75,0.17,,1.0,,0.75,1.0,1.0,,,0.5,0.75,,0.5,0.75,
311,,,0.5,0.25,0.25,0.25,,,,0.75,,0.75,,,,0.75,0.0,1.0,,0.25,1.0,0.25,,,0.25,,0.0,,,,0.25,,0.75,,,,0.25,0.25,,0.25,,0.75,0.25,0.75,0.25,,,0.25,,0.25,,,,0.25,0.75,,,,,,0.83,0.83,0.5,,1.0,0.0,1.0,0.5,,,,0.5,0.5,,0.5
312,0.33,0.0,0.0,,1.0,,0.83,0.0,,,0.0,,,,1.0,0.0,,1.0,1.0,,,0.25,1.0,,,,0.0,,,1.0,,0.0,,,0.25,0.0,,,,0.75,,1.0,1.0,1.0,,,0.25,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,0.33,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,0.25
313,0.83,,0.17,0.25,,0.0,0.5,0.25,0.25,0.75,,0.25,0.25,,,,,,,,1.0,,1.0,,,0.25,,,0.75,1.0,1.0,0.25,,,,0.75,0.0,,1.0,,,,0.25,,,,,,0.75,1.0,,,,,1.0,0.25,0.25,,0.25,1.0,,0.67,0.17,,0.75,1.0,,0.75,,,1.0,0.5,0.5,,0.5
314,0.0,,0.0,,1.0,0.0,0.67,,,,1.0,0.0,,0.25,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.0,,,1.0,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,,1.0,,,,0.0,,,1.0,1.0,1.0,,1.0,1.0,0.75,,0.0,0.5,,1.0,,,,,0.75,0.25,,,,0.0,0.75,
315,0.83,0.67,,0.0,,,0.0,,,0.0,,1.0,,,1.0,0.75,0.0,0.0,0.0,0.0,0.25,,,,0.0,1.0,1.0,1.0,,0.0,0.75,,,,,,,0.0,1.0,0.0,,1.0,0.0,0.75,0.0,0.0,1.0,0.25,0.75,0.0,0.0,,,0.0,,,,0.0,,1.0,,,0.0,0.0,,,,,,,,,,,
316,0.83,,,0.25,1.0,0.0,0.67,1.0,,,,0.75,,,1.0,,,1.0,,,,0.75,1.0,,1.0,0.0,,1.0,0.25,0.25,,0.0,,,0.25,1.0,0.75,0.75,,,0.0,,,1.0,,,1.0,,,0.75,,,,,,,0.25,0.25,1.0,1.0,0.83,,,1.0,1.0,,1.0,,,,0.5,0.5,,0.75,0.5
317,,,,1.0,,,,,1.0,1.0,0.0,0.0,1.0,,,,1.0,,1.0,0.0,,,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,0.0,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,0.0,,0.0,1.0,1.0,0.0,,1.0,,,0.5,1.0,1.0,0.0,1.0,0.5
318,,,,,1.0,0.75,,0.75,,0.0,0.25,,,,0.75,,0.0,0.75,,0.0,0.75,,,,,,,0.75,,,0.75,,0.75,,,,,0.25,1.0,0.25,0.75,,0.25,,,,1.0,0.0,0.25,0.25,0.25,,0.25,0.0,,0.0,0.25,0.25,,,0.83,0.83,,,1.0,0.25,0.0,0.0,,0.75,,,,0.5,0.5
320,,,,,,,0.67,0.75,,0.75,0.75,,,1.0,1.0,1.0,,,,0.0,0.75,0.75,,0.75,,0.75,0.25,,0.75,,0.25,0.75,,,0.75,1.0,0.75,,,0.75,0.75,,,,0.75,,0.0,,,1.0,0.75,0.75,,1.0,1.0,,,1.0,0.0,1.0,,,,0.0,0.75,,1.0,0.5,,,,,0.0,0.5,
321,,0.0,,0.75,,,,0.75,1.0,1.0,1.0,,,0.75,1.0,,,0.75,1.0,,1.0,0.75,,,,,,,,0.75,0.25,0.0,,,,,0.0,0.25,,0.0,,,0.25,,1.0,1.0,,1.0,,,,0.75,,1.0,0.75,1.0,1.0,,,,,1.0,1.0,,0.75,,,0.75,0.25,0.5,0.75,0.5,0.0,0.5,
323,,,,,1.0,,,1.0,,1.0,,,0.75,,,,0.25,0.75,1.0,,,0.25,1.0,,0.75,0.0,0.0,,,0.75,,,,1.0,,1.0,0.0,0.75,,,0.25,0.75,0.25,1.0,,,,1.0,0.0,1.0,,,1.0,1.0,,1.0,,1.0,0.25,,0.83,0.83,,0.25,0.75,1.0,,,,0.5,0.75,,,,0.0
324,0.17,,0.0,0.75,,,0.83,,1.0,1.0,1.0,,,,1.0,,,1.0,0.75,0.0,1.0,,,0.0,,0.0,,1.0,1.0,1.0,,,0.25,,,,,0.25,,0.25,0.0,,0.0,,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,0.75,0.75,,1.0,1.0,,,,,0.75,,0.5,0.75,0.5,0.0,0.75,
325,0.17,0.17,0.0,,,0.0,,0.75,0.75,,0.25,,0.75,,0.0,,,0.75,,,0.25,,0.0,0.25,0.0,0.75,0.25,,,0.75,,0.25,,,,1.0,0.25,,,,,,,,1.0,,1.0,,0.0,1.0,1.0,0.25,,,,0.0,,,0.75,0.0,0.83,,,0.0,,,0.75,0.25,0.25,0.5,,0.5,0.25,,
326,0.0,0.0,,,1.0,0.0,,,,1.0,,,,0.0,1.0,0.75,,,,,,1.0,,0.0,,,,1.0,,1.0,1.0,,,1.0,1.0,0.75,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,0.0,0.83,1.0,0.25,,,1.0,,,,1.0,,0.0,1.0,
327,,0.33,0.0,0.25,0.25,,0.67,1.0,0.75,,,,,,,,,,1.0,0.25,0.75,,,0.0,0.25,,0.0,,,0.75,0.75,0.0,0.25,0.25,0.75,,0.25,,,,,0.25,0.75,,,,0.25,,,0.75,,0.25,,1.0,1.0,,,1.0,,1.0,,0.67,,,,0.75,0.75,0.5,0.5,,,,0.5,0.75,0.5
328,,0.17,0.0,,1.0,,0.17,,1.0,0.75,,,,,1.0,0.75,,,,0.0,,0.75,0.75,0.0,,0.0,,,0.75,0.75,,0.25,,1.0,,1.0,,,,0.0,0.75,1.0,0.25,,,1.0,0.0,1.0,0.0,,0.75,,,1.0,,0.75,,,,1.0,,,,0.25,,,1.0,0.5,,0.5,0.5,0.5,0.0,,
329,0.67,0.33,0.0,0.75,,,,1.0,,,,0.0,,0.75,,,0.25,0.75,,,,,1.0,0.0,0.75,0.25,0.0,,1.0,,,0.25,,1.0,0.25,,,0.25,1.0,,,1.0,0.25,,,1.0,0.0,,0.0,,1.0,1.0,1.0,,,,1.0,,0.75,,,,0.83,0.75,1.0,0.75,,,0.5,0.5,0.75,,,,
331,0.67,,0.17,0.25,0.25,0.0,,,,0.25,,0.75,,,,1.0,1.0,,0.75,,,0.25,0.0,,,0.25,0.25,1.0,1.0,0.25,,,0.25,,,1.0,,,1.0,,0.25,0.75,,,,,,,0.75,,0.75,0.25,0.75,,,0.0,0.0,1.0,1.0,1.0,,,0.33,,0.75,,,0.25,,,0.75,,,0.75,0.25
332,,0.17,0.0,1.0,,,0.83,,,1.0,,,,,1.0,,1.0,,,0.0,1.0,,,0.0,,0.0,0.0,,1.0,1.0,1.0,,0.0,1.0,,,,,,,,0.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,0.17,0.33,,,0.0,,1.0,,0.0,,1.0,1.0,0.25,1.0,
333,,0.67,,0.0,0.0,1.0,0.67,,0.0,,,1.0,,,1.0,,1.0,1.0,0.75,0.0,,,,,0.0,,1.0,0.75,0.25,,0.25,,,,,0.75,0.0,0.75,0.25,,,,0.25,0.0,0.0,0.75,1.0,,,1.0,,0.0,,,,,,0.0,,,,,0.33,0.0,0.75,,0.0,,0.5,,0.75,,,0.5,0.75
334,,,,1.0,,,1.0,0.25,1.0,1.0,0.25,,1.0,0.25,,,1.0,,1.0,,1.0,,,0.0,,,,1.0,1.0,1.0,,,0.0,1.0,1.0,0.25,1.0,,,,,0.25,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,1.0,,,,1.0,0.0,,,0.83,1.0,,,1.0,,0.75,,,0.75,0.75,,,
336,0.83,,0.17,0.0,,0.75,,,0.75,0.25,1.0,1.0,,0.75,0.75,1.0,,,,,,,,0.75,,,1.0,0.75,,,,0.75,0.75,0.25,0.0,,,0.0,,0.25,0.0,0.75,0.25,0.0,0.0,,,0.0,,0.25,,0.75,,0.25,0.75,,,,1.0,,,0.83,,0.0,1.0,,,,0.75,,0.5,,,,0.5
337,,,,0.25,,0.0,0.17,,0.75,0.25,1.0,,0.25,1.0,1.0,,0.0,,0.75,,,,0.75,,0.0,0.25,,1.0,1.0,0.25,,,,,,1.0,0.0,,,,,,,0.75,,,1.0,0.0,0.75,0.25,,,1.0,0.25,1.0,0.0,,,1.0,1.0,1.0,,0.83,0.0,1.0,,,,,0.75,,0.5,0.5,,
338,,0.17,0.0,0.25,0.75,,,1.0,0.75,0.0,,,,,0.75,,0.0,,,0.0,,,0.25,,0.25,0.75,0.75,1.0,,,,,,,0.0,1.0,0.0,0.75,0.25,,,0.75,,,0.25,,1.0,,0.0,,1.0,0.75,,,0.0,,0.0,,,,1.0,0.17,0.67,,,0.0,0.0,0.0,,0.5,,,0.5,0.5,
339,0.83,,,0.25,0.75,,0.17,,,0.0,1.0,1.0,0.0,,,,,,1.0,,,,0.0,0.0,,1.0,,0.75,1.0,0.0,1.0,,,,0.0,1.0,,,1.0,,,,,0.75,0.0,,1.0,0.25,,0.0,,,0.75,0.0,,,,0.0,,0.75,1.0,,0.67,,1.0,,0.75,0.25,1.0,0.75,0.75,,,,0.5
340,0.17,0.83,0.17,0.0,,0.0,,1.0,,0.0,1.0,,,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,,,0.75,,,,0.75,1.0,,,,0.0,1.0,,,0.75,,0.0,,0.0,,,,0.0,,0.25,,,1.0,,,,1.0,,1.0,1.0,,0.0,1.0,,,0.0,0.5,,,0.25,,,
341,0.0,0.0,,,1.0,0.0,,,1.0,1.0,,,,,,,,0.25,1.0,,,,,0.0,,,0.0,1.0,,,,0.0,,,1.0,,1.0,,0.0,,1.0,0.25,1.0,,,1.0,0.0,,0.0,,,1.0,,1.0,0.25,,1.0,1.0,0.0,,0.33,0.83,1.0,,0.0,1.0,1.0,,0.0,0.5,,1.0,,1.0,
342,,,0.67,,1.0,,,,1.0,,,0.0,,0.0,1.0,,,,0.75,,,0.25,0.25,,0.75,,,,,1.0,0.75,,,,,0.75,0.0,,,0.75,1.0,0.25,1.0,,,1.0,,,0.0,,,0.25,,1.0,0.25,0.75,,1.0,,0.75,0.67,0.67,1.0,,0.75,,1.0,0.5,,0.5,0.75,0.75,0.5,,0.5
343,0.17,0.33,,0.0,0.0,0.0,0.67,0.25,,1.0,,,0.0,0.0,,,,,1.0,0.0,,0.0,0.0,,,0.75,0.75,,0.0,,0.25,,0.25,,,0.75,,,0.75,0.25,,,,,0.0,1.0,,0.0,,,0.75,,0.75,1.0,0.0,,1.0,0.75,,0.0,0.67,,,,,,,0.5,,0.75,,0.25,,,0.5
344,,0.33,,0.75,,,0.33,0.75,1.0,,,0.0,,0.25,,1.0,0.0,,0.75,0.0,0.25,0.25,0.25,,0.75,0.0,,,,0.75,1.0,,1.0,,,,,,,,0.25,1.0,,0.75,0.75,,,0.25,,,0.25,0.25,0.75,,,0.25,,1.0,,,0.83,1.0,,,,0.25,1.0,,0.5,,1.0,,0.5,,0.5
345,0.17,0.17,0.17,,,0.25,,1.0,0.25,,0.75,,0.25,,,,,0.75,0.75,0.25,,,0.25,,0.0,,0.75,,0.25,0.75,,,0.75,0.0,,,0.0,1.0,,0.25,0.75,0.75,1.0,,0.25,,,0.0,,,,1.0,,0.25,1.0,0.0,,0.0,,1.0,,,,,,0.0,,0.0,0.75,,,,0.75,0.5,
346,0.83,,,0.75,0.25,0.0,,0.75,0.25,,1.0,,,0.25,,0.0,,,,,1.0,0.75,0.25,0.0,,0.75,,1.0,,,,0.25,0.0,,,1.0,0.0,,0.75,0.0,,,0.25,1.0,,0.25,,0.0,0.25,,,1.0,,0.75,0.75,0.0,,,,,1.0,,,,,0.0,1.0,0.5,,0.75,1.0,0.5,,,
347,,,0.0,,1.0,0.0,,0.0,1.0,,0.25,,1.0,,1.0,0.75,,0.25,1.0,0.0,1.0,,,,1.0,0.0,0.0,,,1.0,0.75,,,,,0.25,0.75,0.75,0.0,,,0.75,1.0,1.0,1.0,,0.0,,0.0,1.0,,,,,0.75,,,,,,,,,,,,1.0,,0.0,0.5,0.75,0.75,0.0,,0.25
348,,0.17,,1.0,1.0,,,0.0,,,,0.0,,0.0,,,,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,1.0,0.25,0.0,0.0,1.0,1.0,,1.0,1.0,,,0.75,,,,1.0,,0.0,1.0,,1.0,,1.0,0.75,1.0,,,,,0.0,,0.17,,,,0.75,1.0,0.75,,0.0,,1.0,,0.0,1.0,
351,0.17,,0.5,,0.75,0.25,,,,0.75,0.25,,1.0,0.25,1.0,,,0.25,1.0,0.25,,1.0,1.0,,1.0,,0.0,,,1.0,,,0.0,0.75,1.0,0.75,,,,1.0,,0.75,,1.0,,,0.75,0.25,0.0,,0.75,,0.75,1.0,1.0,,,1.0,,,0.33,,0.83,,0.0,,0.75,0.75,,,,,,,
352,,,,,0.0,0.75,,,,0.75,0.25,1.0,0.0,1.0,0.0,1.0,,1.0,,,,,,1.0,,,,1.0,0.0,,1.0,,0.0,0.25,0.75,,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.25,1.0,,,,0.0,,0.25,0.0,,0.0,,,,1.0,0.83,,,,1.0,0.25,,0.0,,,,0.25,0.75,,0.25
353,0.17,,0.0,,,0.0,0.17,,,0.25,1.0,0.25,,,0.75,,0.25,,,0.0,0.75,,,,,,0.0,,1.0,0.25,,1.0,0.0,,0.0,,0.0,0.0,0.75,,0.0,1.0,0.0,0.75,,,1.0,,,0.0,0.0,,,0.25,0.75,0.0,,,1.0,,1.0,,,,,,0.75,,0.5,0.5,,,0.75,0.75,
354,,,0.17,0.0,,,0.0,1.0,0.0,,1.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,,,1.0,1.0,,0.25,,,,0.75,0.75,0.0,1.0,,,0.75,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.25,,0.0,,,,,,,,1.0,,0.83,,0.0,,0.0,,0.0,0.75,0.5,,0.0,,,
355,,,0.17,0.0,,,,0.75,0.25,1.0,,,,,0.25,0.0,,,,0.0,0.75,,0.0,0.75,0.0,1.0,,,,1.0,,0.75,,,,,,,,1.0,,0.75,,0.0,0.0,1.0,,,,1.0,1.0,,0.75,0.75,0.75,,,0.75,1.0,1.0,,,0.17,0.0,1.0,0.75,0.75,,0.75,,0.5,0.25,,0.25,
356,0.33,0.0,,,,0.0,0.5,0.75,1.0,,1.0,,,,1.0,0.75,,,,0.0,,,1.0,0.0,1.0,,0.0,,,,0.75,0.25,,1.0,0.25,1.0,,0.25,,,,1.0,,1.0,1.0,,0.0,,,,1.0,,0.75,,1.0,,1.0,,,0.25,,,1.0,,0.75,0.75,1.0,,,,1.0,0.5,,0.75,0.0
358,0.0,0.33,,0.75,1.0,0.0,,,,,,,0.0,,,,,0.0,0.75,,0.25,0.25,0.0,,0.0,,,1.0,,0.0,,,,1.0,0.0,,0.0,,1.0,0.0,0.0,1.0,,0.75,,0.75,,0.75,0.75,,0.75,,0.75,,,,,,,1.0,,,0.33,0.0,1.0,,0.0,0.25,,0.5,0.75,0.25,0.25,,
359,0.83,0.67,0.0,,,0.0,,1.0,,,,0.75,,1.0,1.0,0.75,,,,,0.25,,,,,,0.75,1.0,1.0,,0.75,0.25,,0.75,0.0,,,0.0,,,0.25,,0.0,0.25,,,1.0,,,,,0.25,0.75,0.0,,0.25,,0.0,,1.0,1.0,,0.0,0.0,1.0,,1.0,0.25,,0.75,,0.25,,0.5,
360,0.83,0.0,0.0,,1.0,,0.5,,,0.25,,0.0,0.25,0.0,1.0,,,,0.75,0.25,0.25,0.75,1.0,0.0,,,0.0,,,,,0.0,,,0.25,0.75,0.0,1.0,,,1.0,,,1.0,,,,0.75,,1.0,,0.25,,,1.0,,0.0,,1.0,,,0.83,,0.0,,0.75,,,0.25,0.5,,0.75,,,0.25
361,0.83,,0.33,0.25,,,0.67,,1.0,0.75,1.0,,,0.0,,0.25,,,0.25,0.0,,0.75,,,,0.0,,1.0,0.75,0.75,,0.25,0.25,0.25,,,,,,,0.75,1.0,0.25,,,1.0,1.0,,,0.25,,0.0,,,0.0,,0.75,0.0,,,,0.17,,,0.25,,0.75,0.75,0.5,,0.5,,,0.5,0.5
362,0.67,,0.17,,0.25,0.25,0.33,0.75,,0.75,,0.75,0.75,0.25,,,,,,0.25,0.75,1.0,,,0.75,0.75,,1.0,1.0,,1.0,,,0.75,0.25,,0.25,0.25,,,0.75,,,1.0,,1.0,,0.25,,0.25,,,0.75,0.75,,,,,,,,,0.67,,,,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,
363,,0.5,0.17,0.25,,0.0,0.83,,0.75,0.75,,,0.75,,,0.25,,0.75,0.75,0.0,,,,0.0,0.0,,0.25,,1.0,,,,0.75,,,,,,,0.0,0.0,1.0,0.25,1.0,,,,,0.0,,,1.0,,1.0,,,0.75,,1.0,1.0,,,,0.0,1.0,,0.0,0.5,,,0.75,0.5,0.0,0.5,0.0
364,0.5,,,,1.0,0.0,,,,1.0,,0.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,0.75,,,,1.0,0.0,1.0,0.75,,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,1.0,,,,0.0,0.75,,0.67,1.0,,,,1.0,,0.0,0.5,0.75,,,0.75,
365,0.0,,,1.0,,,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,0.75,1.0,,1.0,0.0,,,,,1.0,0.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,0.75,,1.0,,,,,0.0,,1.0,1.0,,1.0,,,1.0,,0.0,0.25,0.0,,,,,1.0,,1.0,0.0,0.5,1.0,,,,0.0
366,,0.0,0.17,0.25,,0.0,,,,,,0.0,0.0,,0.25,0.75,0.25,,0.75,,0.75,0.75,1.0,,,,,1.0,,,1.0,,0.75,,,,,,1.0,,,0.75,0.0,1.0,1.0,,0.0,1.0,0.0,,1.0,0.75,,1.0,,,,0.75,,,1.0,,,,1.0,,1.0,0.5,0.25,,0.75,,0.5,0.5,0.25
367,0.33,,,1.0,,,0.67,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,,0.0,1.0,,,,,,0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,,,1.0,,0.0,0.0,,,1.0,0.0,0.0,,,,,,,1.0,,0.0,,0.0,1.0,,0.5,,,0.75,,,1.0,,,1.0,,,1.0,
369,,0.33,,,0.0,0.0,,0.25,1.0,0.75,1.0,,,0.0,,,,,1.0,,0.75,,0.0,0.0,,0.0,0.0,,0.25,,,0.25,,0.75,,1.0,,1.0,0.75,,,,0.25,,,,,,0.75,1.0,0.75,0.75,0.75,,,0.25,1.0,,,1.0,1.0,1.0,,0.0,1.0,0.75,,,,0.5,0.75,0.5,,,
370,,0.0,0.0,0.75,1.0,,,,0.75,0.75,,,,,,0.75,,,,,,1.0,1.0,0.0,,,0.0,,,,,0.75,0.25,1.0,,1.0,,,,0.25,,1.0,,1.0,,1.0,0.0,,,0.0,0.75,1.0,1.0,,,1.0,1.0,,,,0.83,,0.83,1.0,1.0,1.0,1.0,,0.0,0.5,,,0.0,0.5,0.0
371,0.67,,,0.75,1.0,0.0,,0.75,,0.75,1.0,0.0,0.75,0.75,,,0.0,,,,1.0,,,0.0,,0.25,0.0,,,,1.0,0.75,,1.0,0.75,1.0,,0.25,1.0,,,,0.0,,1.0,1.0,0.0,,,0.75,,,0.75,,,,1.0,,,,,1.0,1.0,,,,,0.5,0.25,0.5,0.75,0.5,,0.5,
372,,,0.0,1.0,,,0.83,,,,0.75,,0.75,,,0.75,,,,0.25,1.0,1.0,,,1.0,0.0,0.0,,1.0,1.0,,,0.0,,0.25,,0.75,,,0.75,,1.0,,,1.0,,,,0.0,,1.0,,,1.0,0.75,,1.0,,0.25,0.25,0.67,0.83,1.0,0.75,0.75,,,0.75,0.0,,1.0,,,1.0,0.25
373,0.17,0.5,,,1.0,,,,,,1.0,0.0,,,1.0,,,0.75,0.75,,0.25,,,0.0,,0.25,0.0,1.0,1.0,,1.0,,,1.0,0.25,,0.0,,1.0,0.0,,1.0,,,1.0,0.75,,1.0,,0.0,,,,0.75,,0.75,1.0,,0.75,0.75,0.83,,,,1.0,0.25,,0.5,,0.5,0.5,0.5,,,
374,0.33,0.33,0.0,,,0.0,0.67,,1.0,1.0,0.0,0.0,,,0.75,,1.0,,,0.25,,,1.0,,1.0,,,,,,1.0,,0.0,,,0.0,1.0,,0.0,,,0.75,1.0,1.0,1.0,,0.0,,,1.0,,,1.0,,0.25,1.0,,1.0,,0.0,0.17,0.67,1.0,0.75,0.0,,1.0,,,0.5,,,,,
375,0.0,,0.0,,1.0,,,,,1.0,0.0,,,,,1.0,1.0,0.0,1.0,,,,,0.0,,0.0,,,0.75,,0.75,0.0,0.0,,1.0,0.0,,1.0,0.0,1.0,,,1.0,,,,0.0,,,1.0,,1.0,,,0.25,1.0,1.0,,,,0.0,0.33,1.0,0.0,0.0,,1.0,0.75,,0.5,,,0.0,,0.5
376,,0.0,0.0,,1.0,,,,1.0,,1.0,,0.25,1.0,1.0,,,1.0,,,,1.0,0.75,,,,0.25,,1.0,1.0,1.0,0.25,,,,1.0,0.75,0.75,,0.0,,1.0,,,,,1.0,,,,1.0,0.75,0.75,1.0,,,0.75,,,1.0,0.67,,0.67,0.0,,1.0,1.0,,,,0.75,0.25,0.5,,0.25
377,0.33,,,1.0,0.75,0.0,,1.0,1.0,1.0,,,,,1.0,0.25,1.0,1.0,1.0,,1.0,,1.0,0.0,,,0.0,1.0,,0.75,,0.0,,,1.0,,,,,0.25,,1.0,,,,,0.0,1.0,,0.25,1.0,,,,0.75,1.0,1.0,0.75,,0.75,,,,,0.75,1.0,,,0.25,0.5,,,0.5,,0.5
378,0.17,0.17,0.0,,0.75,,,1.0,,,,0.0,,,0.75,1.0,,,1.0,0.0,,0.75,0.25,0.0,,,0.0,,,0.75,,,,,0.75,1.0,0.75,0.75,,,,,1.0,,1.0,,0.25,,0.0,1.0,1.0,1.0,,1.0,0.25,0.75,,,,0.25,0.83,,0.83,,,1.0,,,,,,0.75,0.25,1.0,0.5
379,0.0,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,,,,,0.0,,,1.0,,1.0,,1.0,,0.0,1.0,,,,,,,1.0,0.0,1.0,,,,1.0,0.25,,,,1.0,0.0,,0.0,1.0,1.0,,,1.0,,,1.0,,,,0.0,0.0,1.0,,0.0,1.0,1.0,0.75,0.0,0.5,1.0,,,1.0,0.5
380,1.0,,,0.25,0.75,0.0,,0.75,,,1.0,,0.25,,0.0,,0.25,0.0,0.0,0.0,,,0.0,0.25,,0.75,0.0,0.75,,,0.0,0.0,,,,0.0,0.0,,,0.75,,,1.0,0.75,1.0,,,,1.0,1.0,,0.0,0.0,1.0,,,0.0,,,1.0,,0.83,0.67,,,,,,,,,0.5,,0.5,0.75
381,0.33,,0.0,0.75,0.0,,,,,1.0,1.0,,0.25,,0.0,,,,0.75,,,0.75,0.0,0.0,0.75,0.0,,0.75,0.0,,,0.25,,,0.75,,0.0,,,,0.75,,0.75,,,,,0.75,0.75,1.0,,0.75,0.75,1.0,,0.75,0.0,0.75,,0.75,,0.83,,0.25,,0.75,1.0,,0.5,,,,,,0.5
383,,,,,1.0,0.0,0.5,1.0,,0.0,1.0,1.0,,0.75,,0.0,0.0,0.25,0.0,,1.0,,0.0,,0.0,,,,1.0,0.25,0.0,,,,,1.0,,0.0,,0.0,,,,,,1.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.25,,1.0,,1.0,,,0.0,,0.0,0.75,0.25,0.75,,,,0.75,,0.5
385,,,0.0,1.0,0.75,,,1.0,,,0.75,,0.25,0.0,,,0.0,1.0,1.0,,0.75,,1.0,0.0,,,0.0,,,0.75,0.25,0.75,0.25,,,0.75,,,0.75,,0.0,,0.75,0.25,0.25,,1.0,,,,,0.25,0.25,,0.75,0.25,,1.0,,,0.67,0.67,,,0.75,0.75,,,0.5,,0.75,,,,0.0
386,0.67,,,0.0,0.75,,,0.75,1.0,0.25,,0.0,0.0,0.0,0.25,0.25,,1.0,,0.0,,,0.0,,,0.0,0.0,,0.25,,,0.25,,,,,0.0,,0.0,,,1.0,,,0.75,,0.0,,,1.0,0.75,0.75,,1.0,0.75,,,0.25,0.75,0.75,,0.83,0.33,0.0,,0.25,,,,,0.75,0.5,,,
387,1.0,,0.17,,0.0,0.25,,0.25,1.0,0.25,0.75,0.25,0.25,,,1.0,,1.0,,0.0,0.25,0.25,,,,0.25,,1.0,0.25,1.0,,,0.25,,1.0,,0.0,0.75,,,,0.75,0.75,0.75,,,,,,,,0.25,0.75,0.75,0.75,,,,,0.75,,0.67,,0.0,0.75,,1.0,0.5,0.5,,,,,,
388,,0.33,0.67,,0.25,,0.33,1.0,,,0.75,,0.25,,,0.75,,,,0.0,0.25,,0.25,,0.0,,,0.75,0.25,0.25,,,,0.25,,0.75,0.0,,0.25,,,1.0,,,0.75,0.75,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,,,0.25,,,,0.17,0.83,,0.0,,0.25,,,,,,0.25,,0.75,
