,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
258,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,1.0,,0.0,0.67,,,,,,,,,,,0.33,,,,,,,,
259,,,,,,,,,,,,0.33,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,
260,0.0,,,,,,,,,,,,,,,,,0.33,,0.67,,,0.0,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,0.67,0.33,,,,,,,,,,,,,,0.0,,,,,,0.33,,,,,,,,,0.33,
262,,,,,,,0.33,,,,,,,0.33,,,,,,,,,,,,,,0.67,,,,,,,0.0,,,,,,,,,,1.0,,,,,
263,,,,,,,,,,,,,,0.33,,,,,,,,0.0,,,,,0.67,,,0.0,,,,,,,,,,,0.33,,,,,,,,,
264,0.0,0.67,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,0.33,,,,,,,,,,,,,
265,,,,,,,,,,,,0.0,,0.33,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,0.67,,,,,
266,,,,,,0.67,0.33,,,,,,,,,,,,,,0.67,,,0.67,,,,,,,,,,,,,,,0.67,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,0.33,1.0,,,,,0.0,,,,,,,,,,,,,0.67,,,,
268,,,,,,,,,,,,,,,,,1.0,,0.67,,,,,,,,,,,,,,,,,,,,,0.67,0.67,,,,,,,0.33,,
269,0.0,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.33,,,,,,,0.67,,
270,,,,,,,0.33,,,,0.67,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
272,,0.67,,,,,,,,,,,,,,,,,,,,,0.0,,,0.33,,,,0.0,0.67,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,0.67,,,,,,,,,1.0,0.33,,,,,,,,,,,0.67,,,,,,,,,,0.67,,,,,,,,,
274,,,,,,,,0.0,,,,,,0.33,,,,,0.67,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,0.0,,
276,,0.67,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,0.67,,,,,,0.33,,,,,,,0.67,,,,,,
277,,,,,,,,,,0.67,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,0.67
280,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,1.0,,,,,,,,,,0.67,0.67,,,,,,,,0.67,,,
281,,,,,,,,,,,,,,,0.67,,,,,,0.33,,,,,,,1.0,,,0.67,,,,,,,,,,,,,,,,0.33,,,
283,,,1.0,,,,,,,,,,,0.33,,,,,,,0.67,,,,,0.67,,,,,,,,,,,,,,,,,0.33,,,,,,,
285,,,,,,,,,,,,,0.67,,,,0.67,,,,,,,,,,,,,0.0,,,,,,,,,,,0.33,,,,,1.0,,,,
286,,,,,,,0.33,,0.67,,,,,,,,,,,,0.67,,,,,,,,,0.0,,,,,,,,,,,,,0.33,,,,,,,
287,,,,,,,,,,,0.33,,,,,,,,0.67,,,,,,0.0,,,,,,,,,,,,0.33,,,0.67,,,,,,,,,,
288,,,,,,,,,,,,0.33,0.67,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67
289,,0.33,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.33,0.0,,,,0.0,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,0.0,0.33,,,,,,,0.33,,,,,,,0.33,,,,,,,0.0,,,,,,,,,,,,,,,,
291,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.33,,
292,,,,,,0.33,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,0.67,,0.33,,,,,,,,,,,
293,,,,,,,,,,,,,,0.33,,,,,,,0.67,,,,,,,1.0,,,,1.0,,,,,,,,0.67,,,,,,,,,,
294,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.67,,,,,,,,0.33,,,,
295,,0.67,,,,,,0.0,,,,,,,,,,,,,,0.33,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,0.33,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,0.67,,,0.67
298,,,,,,,,,,,,,,,,,,0.33,,,,,0.0,,,0.33,,,1.0,,,,,,,,0.33,,,,,,,,,,,,,
299,,,,,,0.67,,,,,,,,,,,0.67,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.67,,,,,,
